spike_time_s
0.0048000000000000004
0.009600000000000001
0.014400000000000001
0.019200000000000002
0.024
0.028800000000000003
0.033600000000000005
0.038400000000000004
0.0432
0.048
0.0528
0.057600000000000005
0.0625
0.0673
0.0721
0.07690000000000001
0.08170000000000001
0.08650000000000001
0.0913
0.0961
0.1009
0.1057
0.1105
0.1153
0.1202
0.125
0.1298
0.1346
0.1394
0.1442
0.149
0.15380000000000002
0.15860000000000002
0.16340000000000002
0.16820000000000002
0.17300000000000001
0.1778
0.1827
0.1875
0.1923
0.1971
0.2019
0.20670000000000002
0.21150000000000002
0.21630000000000002
0.22110000000000002
0.22590000000000002
0.23070000000000002
0.23550000000000001
0.2404
0.2452
0.25
0.2548
0.2596
0.2644
0.2692
0.274
0.2788
0.2836
0.2884
0.2932
0.298
0.3029
0.30770000000000003
0.3125
0.3173
0.3221
0.3269
0.3317
0.3365
0.3413
0.3461
0.3509
0.3557
0.36060000000000003
0.3654
0.37020000000000003
0.375
0.3798
0.3846
0.3894
0.3942
0.399
0.4038
0.4086
0.41340000000000005
0.4182
0.42310000000000003
0.4279
0.43270000000000003
0.4375
0.4423
0.4471
0.4519
0.4567
0.4615
0.46630000000000005
0.4711
0.47590000000000005
0.4808
0.48560000000000003
0.4904
0.49520000000000003
0.5
0.5048
0.5096
0.5144000000000001
0.5192
0.524
0.5288
0.5336000000000001
0.5385
0.5433
0.5481
0.5529000000000001
0.5577
0.5625
0.5673
0.5721
0.5769000000000001
0.5817
0.5865
0.5913
0.5961000000000001
0.601
0.6058
0.6106
0.6154000000000001
0.6202000000000001
0.625
0.6298
0.6346
0.6394000000000001
0.6442
0.649
0.6538
0.6587000000000001
0.6635
0.6683
0.6731
0.6779000000000001
0.6827000000000001
0.6875
0.6923
0.6971
0.7019000000000001
0.7067
0.7115
0.7163
0.7212000000000001
0.7260000000000001
0.7308
0.7356
0.7404000000000001
0.7452000000000001
0.75
0.7548
0.7596
0.7644000000000001
0.7692
0.774
0.7789
0.7837000000000001
0.7885000000000001
0.7933
0.7981
0.8029000000000001
0.8077000000000001
0.8125
0.8173
0.8221
0.8269000000000001
0.8317
0.8365
0.8414
0.8462000000000001
0.8510000000000001
0.8558
0.8606
0.8654000000000001
0.8702000000000001
0.875
0.8798
0.8846
0.8894000000000001
0.8942
0.8991
0.9039
0.9087000000000001
0.9135000000000001
0.9183
0.9231
0.9279000000000001
0.9327000000000001
0.9375
0.9423
0.9471
0.9519000000000001
0.9568000000000001
0.9616
0.9664
0.9712000000000001
0.9760000000000001
0.9808
0.9856
0.9904000000000001
0.9952000000000001
