time_s,input_current_nA,predicted_rate_hz,voltage,spike
0.0,10.0,104.42782520120747,0.014291190502359058,0.0
0.0001,10.0,104.42782520120747,0.028296557194670932,0.0
0.0002,10.0,104.42782520120747,0.04202181655313657,0.0
0.00030000000000000003,10.0,104.42782520120747,0.055472570724432894,0.0
0.0004,10.0,104.42782520120747,0.06865430981230329,0.0
0.0005,10.0,104.42782520120747,0.08157241411841629,0.0
0.0006000000000000001,10.0,104.42782520120747,0.09423215633840702,0.0
0.0007,10.0,104.42782520120747,0.10663870371399795,0.0
0.0008,10.0,104.42782520120747,0.11879712014207705,0.0
0.0009000000000000001,10.0,104.42782520120747,0.13071236824159457,0.0
0.001,10.0,104.42782520120747,0.14238931137912175,0.0
0.0011,10.0,104.42782520120747,0.1538327156538984,0.0
0.0012000000000000001,10.0,104.42782520120747,0.16504725184317948,0.0
0.0013000000000000002,10.0,104.42782520120747,0.17603749730867493,0.0
0.0014,10.0,104.42782520120747,0.1868079378648605,0.0
0.0015,10.0,104.42782520120747,0.19736296960992233,0.0
0.0016,10.0,104.42782520120747,0.20770690072008294,0.0
0.0017000000000000001,10.0,104.42782520120747,0.21784395320804034,0.0
0.0018000000000000002,10.0,104.42782520120747,0.2277782646462386,0.0
0.0019,10.0,104.42782520120747,0.23751388985567287,0.0
0.002,10.0,104.42782520120747,0.24705480256091847,0.0
0.0021000000000000003,10.0,104.42782520120747,0.25640489701205915,0.0
0.0022,10.0,104.42782520120747,0.26556798957417704,0.0
0.0023,10.0,104.42782520120747,0.27454782028505254,0.0
0.0024000000000000002,10.0,104.42782520120747,0.28334805438171057,0.0
0.0025,10.0,104.42782520120747,0.2919722837964354,0.0
0.0026000000000000003,10.0,104.42782520120747,0.30042402862286577,0.0
0.0027,10.0,104.42782520120747,0.30870673855276753,0.0
0.0028,10.0,104.42782520120747,0.31682379428407126,0.0
0.0029000000000000002,10.0,104.42782520120747,0.3247785089007489,0.0
0.003,10.0,104.42782520120747,0.33257412922509294,0.0
0.0031000000000000003,10.0,104.42782520120747,0.3402138371429501,0.0
0.0032,10.0,104.42782520120747,0.3477007509024502,0.0
0.0033,10.0,104.42782520120747,0.35503792638676024,0.0
0.0034000000000000002,10.0,104.42782520120747,0.3622283583613841,0.0
0.0035,10.0,104.42782520120747,0.3692749816965155,0.0
0.0036000000000000003,10.0,104.42782520120747,0.37618067256494425,0.0
0.0037,10.0,104.42782520120747,0.38294824961600443,0.0
0.0038,10.0,104.42782520120747,0.3895804751260434,0.0
0.0039000000000000003,10.0,104.42782520120747,0.3960800561258816,0.0
0.004,10.0,104.42782520120747,0.40244964550572304,0.0
0.0041,10.0,104.42782520120747,0.40869184309796763,0.0
0.004200000000000001,10.0,104.42782520120747,0.41480919673836736,0.0
0.0043,10.0,104.42782520120747,0.4208042033059591,0.0
0.0044,10.0,104.42782520120747,0.426679309742199,0.0
0.0045000000000000005,10.0,104.42782520120747,0.43243691404971407,0.0
0.0046,10.0,104.42782520120747,0.43807936627107885,0.0
0.0047,10.0,104.42782520120747,0.4436089694480163,0.0
0.0048000000000000004,10.0,104.42782520120747,0.449027980561415,0.0
0.0049,10.0,104.42782520120747,0.4543386114525458,0.0
0.005,10.0,104.42782520120747,0.4595430297258539,0.0
0.0051,10.0,104.42782520120747,0.4646433596336959,0.0
0.005200000000000001,10.0,104.42782520120747,0.46964168294338104,0.0
0.0053,10.0,104.42782520120747,0.4745400397868725,0.0
0.0054,10.0,104.42782520120747,0.4793404294934941,0.0
0.0055000000000000005,10.0,104.42782520120747,0.48404481140598327,0.0
0.0056,10.0,104.42782520120747,0.48865510568022263,0.0
0.0057,10.0,104.42782520120747,0.49317319406897725,0.0
0.0058000000000000005,10.0,104.42782520120747,0.49760092068995676,0.0
0.0059,10.0,104.42782520120747,0.5019400927785167,0.0
0.006,10.0,104.42782520120747,0.5061924814253054,0.0
0.0061,10.0,104.42782520120747,0.5103598222991583,0.0
