neuron_index,python_spike_count,cadence_spike_count,matched_spike_count,mean_abs_timing_error_ms,rmse_timing_error_ms,max_abs_timing_error_ms
2,6,6,6,1.3357309084993347,1.336413052417285,1.3962030844150985
