neuron_index,python_spike_count,cadence_spike_count,matched_spike_count,mean_abs_timing_error_ms,rmse_timing_error_ms,max_abs_timing_error_ms
3,2,2,2,3.819270427358797,3.81973740264436,3.878996701835197
