time_s,input_current_nA
0.0,1.9681264
0.0001,1.9681264
0.0002,1.9681264
0.00030000000000000003,1.9681264
0.0004,1.9681264
0.0005,1.9681264
0.0006000000000000001,1.9681264
0.0007,1.9681264
0.0008,1.9681264
0.0009000000000000001,1.9681264
0.001,1.9681264
0.0011,1.9681264
0.0012000000000000001,1.9681264
0.0013000000000000002,1.9681264
0.0014,1.9681264
0.0015,1.9681264
0.0016,1.9681264
0.0017000000000000001,1.9681264
0.0018000000000000002,1.9681264
0.0019,1.9681264
0.002,1.9681264
0.0021000000000000003,1.9681264
0.0022,1.9681264
0.0023,1.9681264
0.0024000000000000002,1.9681264
0.0025,1.9681264
0.0026000000000000003,1.9681264
0.0027,1.9681264
0.0028,1.9681264
0.0029000000000000002,1.9681264
0.003,1.9681264
0.0031000000000000003,1.9681264
0.0032,1.9681264
0.0033,1.9681264
0.0034000000000000002,1.9681264
0.0035,1.9681264
0.0036000000000000003,1.9681264
0.0037,1.9681264
0.0038,1.9681264
0.0039000000000000003,1.9681264
0.004,1.9681264
0.0041,1.9681264
0.004200000000000001,1.9681264
0.0043,1.9681264
0.0044,1.9681264
0.0045000000000000005,1.9681264
0.0046,1.9681264
0.0047,1.9681264
0.0048000000000000004,1.9681264
0.0049,1.9681264
0.005,1.9681264
0.0051,1.9681264
0.005200000000000001,1.9681264
0.0053,1.9681264
0.0054,1.9681264
0.0055000000000000005,1.9681264
0.0056,1.9681264
0.0057,1.9681264
0.0058000000000000005,1.9681264
0.0059,1.9681264
0.006,1.9681264
0.0061,1.9681264
0.006200000000000001,1.9681264
0.0063,1.9681264
0.0064,1.9681264
0.006500000000000001,1.9681264
0.0066,1.9681264
0.0067,1.9681264
0.0068000000000000005,1.9681264
0.006900000000000001,1.9681264
0.007,1.9681264
0.0071,1.9681264
0.007200000000000001,1.9681264
0.0073,1.9681264
0.0074,1.9681264
0.007500000000000001,1.9681264
0.0076,1.9681264
0.0077,1.9681264
0.0078000000000000005,1.9681264
0.0079,1.9681264
0.008,1.9681264
0.0081,1.9681264
0.0082,1.9681264
0.0083,1.9681264
0.008400000000000001,1.9681264
0.0085,1.9681264
0.0086,1.9681264
0.008700000000000001,1.9681264
0.0088,1.9681264
0.0089,1.9681264
0.009000000000000001,1.9681264
0.0091,1.9681264
0.0092,1.9681264
0.009300000000000001,1.9681264
0.0094,1.9681264
0.0095,1.9681264
0.009600000000000001,1.9681264
0.0097,1.9681264
0.0098,1.9681264
0.0099,1.9681264
