time_s,input_current_nA
0.0,99.66717
0.0001,99.66717
0.0002,99.66717
0.00030000000000000003,99.66717
0.0004,99.66717
0.0005,99.66717
0.0006000000000000001,99.66717
0.0007,99.66717
0.0008,99.66717
0.0009000000000000001,99.66717
0.001,99.66717
0.0011,99.66717
0.0012000000000000001,99.66717
0.0013000000000000002,99.66717
0.0014,99.66717
0.0015,99.66717
0.0016,99.66717
0.0017000000000000001,99.66717
0.0018000000000000002,99.66717
0.0019,99.66717
0.002,99.66717
0.0021000000000000003,99.66717
0.0022,99.66717
0.0023,99.66717
0.0024000000000000002,99.66717
0.0025,99.66717
0.0026000000000000003,99.66717
0.0027,99.66717
0.0028,99.66717
0.0029000000000000002,99.66717
0.003,99.66717
0.0031000000000000003,99.66717
0.0032,99.66717
0.0033,99.66717
0.0034000000000000002,99.66717
0.0035,99.66717
0.0036000000000000003,99.66717
0.0037,99.66717
0.0038,99.66717
0.0039000000000000003,99.66717
0.004,99.66717
0.0041,99.66717
0.004200000000000001,99.66717
0.0043,99.66717
0.0044,99.66717
0.0045000000000000005,99.66717
0.0046,99.66717
0.0047,99.66717
0.0048000000000000004,99.66717
0.0049,99.66717
0.005,99.66717
0.0051,99.66717
0.005200000000000001,99.66717
0.0053,99.66717
0.0054,99.66717
0.0055000000000000005,99.66717
0.0056,99.66717
0.0057,99.66717
0.0058000000000000005,99.66717
0.0059,99.66717
0.006,99.66717
0.0061,99.66717
0.006200000000000001,99.66717
0.0063,99.66717
0.0064,99.66717
0.006500000000000001,99.66717
0.0066,99.66717
0.0067,99.66717
0.0068000000000000005,99.66717
0.006900000000000001,99.66717
0.007,99.66717
0.0071,99.66717
0.007200000000000001,99.66717
0.0073,99.66717
0.0074,99.66717
0.007500000000000001,99.66717
0.0076,99.66717
0.0077,99.66717
0.0078000000000000005,99.66717
0.0079,99.66717
0.008,99.66717
0.0081,99.66717
0.0082,99.66717
0.0083,99.66717
0.008400000000000001,99.66717
0.0085,99.66717
0.0086,99.66717
0.008700000000000001,99.66717
0.0088,99.66717
0.0089,99.66717
0.009000000000000001,99.66717
0.0091,99.66717
0.0092,99.66717
0.009300000000000001,99.66717
0.0094,99.66717
0.0095,99.66717
0.009600000000000001,99.66717
0.0097,99.66717
0.0098,99.66717
0.0099,99.66717
0.01,99.66717
0.010100000000000001,99.66717
0.0102,99.66717
0.0103,99.66717
0.010400000000000001,99.66717
0.0105,99.66717
0.0106,99.66717
0.010700000000000001,99.66717
0.0108,99.66717
0.0109,99.66717
0.011000000000000001,99.66717
0.0111,99.66717
0.0112,99.66717
0.011300000000000001,99.66717
0.0114,99.66717
0.0115,99.66717
0.011600000000000001,99.66717
0.0117,99.66717
0.0118,99.66717
0.0119,99.66717
0.012,99.66717
0.012100000000000001,99.66717
0.0122,99.66717
0.0123,99.66717
0.012400000000000001,99.66717
0.0125,99.66717
0.0126,99.66717
0.012700000000000001,99.66717
0.0128,99.66717
0.0129,99.66717
0.013000000000000001,99.66717
0.0131,99.66717
0.0132,99.66717
0.013300000000000001,99.66717
0.0134,99.66717
0.0135,99.66717
0.013600000000000001,99.66717
0.0137,99.66717
0.013800000000000002,99.66717
0.013900000000000001,99.66717
0.014,99.66717
0.014100000000000001,99.66717
0.0142,99.66717
0.0143,99.66717
0.014400000000000001,99.66717
0.0145,99.66717
0.0146,99.66717
0.014700000000000001,99.66717
0.0148,99.66717
0.0149,99.66717
0.015000000000000001,99.66717
0.0151,99.66717
0.0152,99.66717
0.015300000000000001,99.66717
0.0154,99.66717
0.0155,99.66717
0.015600000000000001,99.66717
0.015700000000000002,99.66717
0.0158,99.66717
0.0159,99.66717
0.016,99.66717
0.0161,99.66717
0.0162,99.66717
0.016300000000000002,99.66717
0.0164,99.66717
0.0165,99.66717
0.0166,99.66717
0.0167,99.66717
0.016800000000000002,99.66717
0.016900000000000002,99.66717
0.017,99.66717
0.0171,99.66717
0.0172,99.66717
0.0173,99.66717
0.017400000000000002,99.66717
0.0175,99.66717
0.0176,99.66717
0.0177,99.66717
0.0178,99.66717
0.0179,99.66717
0.018000000000000002,99.66717
0.0181,99.66717
0.0182,99.66717
0.0183,99.66717
0.0184,99.66717
0.018500000000000003,99.66717
0.018600000000000002,99.66717
0.0187,99.66717
0.0188,99.66717
0.0189,99.66717
0.019,99.66717
0.019100000000000002,99.66717
0.019200000000000002,99.66717
0.0193,99.66717
0.0194,99.66717
0.0195,99.66717
0.0196,99.66717
0.019700000000000002,99.66717
0.0198,99.66717
0.0199,99.66717
0.02,99.66717
0.0201,99.66717
0.020200000000000003,99.66717
0.020300000000000002,99.66717
0.0204,99.66717
0.0205,99.66717
0.0206,99.66717
0.0207,99.66717
0.020800000000000003,99.66717
0.020900000000000002,99.66717
0.021,99.66717
0.0211,99.66717
0.0212,99.66717
0.0213,99.66717
0.021400000000000002,99.66717
0.021500000000000002,99.66717
0.0216,99.66717
0.0217,99.66717
0.0218,99.66717
0.0219,99.66717
0.022000000000000002,99.66717
0.0221,99.66717
0.0222,99.66717
0.0223,99.66717
0.0224,99.66717
0.022500000000000003,99.66717
0.022600000000000002,99.66717
0.0227,99.66717
0.0228,99.66717
0.0229,99.66717
0.023,99.66717
0.023100000000000002,99.66717
0.023200000000000002,99.66717
0.0233,99.66717
0.0234,99.66717
0.0235,99.66717
0.0236,99.66717
0.023700000000000002,99.66717
0.0238,99.66717
0.0239,99.66717
0.024,99.66717
0.0241,99.66717
0.024200000000000003,99.66717
0.024300000000000002,99.66717
0.0244,99.66717
0.0245,99.66717
0.0246,99.66717
0.0247,99.66717
0.024800000000000003,99.66717
0.024900000000000002,99.66717
0.025,99.66717
0.0251,99.66717
0.0252,99.66717
0.0253,99.66717
0.025400000000000002,99.66717
0.025500000000000002,99.66717
0.0256,99.66717
0.0257,99.66717
0.0258,99.66717
0.025900000000000003,99.66717
0.026000000000000002,99.66717
0.0261,99.66717
0.0262,99.66717
0.0263,99.66717
0.0264,99.66717
0.026500000000000003,99.66717
0.026600000000000002,99.66717
0.0267,99.66717
0.0268,99.66717
0.0269,99.66717
0.027,99.66717
0.027100000000000003,99.66717
0.027200000000000002,99.66717
0.0273,99.66717
0.0274,99.66717
0.0275,99.66717
0.027600000000000003,99.66717
0.027700000000000002,99.66717
0.027800000000000002,99.66717
0.0279,99.66717
0.028,99.66717
0.0281,99.66717
0.028200000000000003,99.66717
0.028300000000000002,99.66717
0.0284,99.66717
0.0285,99.66717
0.0286,99.66717
0.0287,99.66717
0.028800000000000003,99.66717
0.028900000000000002,99.66717
0.029,99.66717
0.0291,99.66717
0.0292,99.66717
0.029300000000000003,99.66717
0.029400000000000003,99.66717
0.029500000000000002,99.66717
0.0296,99.66717
0.0297,99.66717
0.0298,99.66717
0.029900000000000003,99.66717
0.030000000000000002,99.66717
0.030100000000000002,99.66717
0.0302,99.66717
0.0303,99.66717
0.0304,99.66717
0.030500000000000003,99.66717
0.030600000000000002,99.66717
0.0307,99.66717
0.0308,99.66717
0.0309,99.66717
0.031,99.66717
0.031100000000000003,99.66717
0.031200000000000002,99.66717
0.0313,99.66717
0.031400000000000004,99.66717
0.0315,99.66717
0.0316,99.66717
0.0317,99.66717
0.0318,99.66717
0.031900000000000005,99.66717
0.032,99.66717
0.032100000000000004,99.66717
0.0322,99.66717
0.0323,99.66717
0.0324,99.66717
0.0325,99.66717
0.032600000000000004,99.66717
0.0327,99.66717
0.0328,99.66717
0.0329,99.66717
0.033,99.66717
0.033100000000000004,99.66717
0.0332,99.66717
0.0333,99.66717
0.0334,99.66717
0.0335,99.66717
0.033600000000000005,99.66717
0.0337,99.66717
0.033800000000000004,99.66717
0.0339,99.66717
0.034,99.66717
0.0341,99.66717
0.0342,99.66717
0.034300000000000004,99.66717
0.0344,99.66717
0.0345,99.66717
0.0346,99.66717
0.0347,99.66717
0.034800000000000005,99.66717
0.0349,99.66717
0.035,99.66717
0.0351,99.66717
0.0352,99.66717
0.035300000000000005,99.66717
0.0354,99.66717
0.035500000000000004,99.66717
0.0356,99.66717
0.0357,99.66717
0.0358,99.66717
0.0359,99.66717
0.036000000000000004,99.66717
0.0361,99.66717
0.0362,99.66717
0.0363,99.66717
0.0364,99.66717
0.036500000000000005,99.66717
0.0366,99.66717
0.0367,99.66717
0.0368,99.66717
0.0369,99.66717
0.037000000000000005,99.66717
