time_s,input_current_nA
0.0,99.99523
0.0001,99.99523
0.0002,99.99523
0.00030000000000000003,99.99523
0.0004,99.99523
0.0005,99.99523
0.0006000000000000001,99.99523
0.0007,99.99523
0.0008,99.99523
0.0009000000000000001,99.99523
0.001,99.99523
0.0011,99.99523
0.0012000000000000001,99.99523
0.0013000000000000002,99.99523
0.0014,99.99523
0.0015,99.99523
0.0016,99.99523
0.0017000000000000001,99.99523
0.0018000000000000002,99.99523
0.0019,99.99523
0.002,99.99523
0.0021000000000000003,99.99523
0.0022,99.99523
0.0023,99.99523
0.0024000000000000002,99.99523
0.0025,99.99523
0.0026000000000000003,99.99523
0.0027,99.99523
0.0028,99.99523
0.0029000000000000002,99.99523
0.003,99.99523
0.0031000000000000003,99.99523
0.0032,99.99523
0.0033,99.99523
0.0034000000000000002,99.99523
0.0035,99.99523
0.0036000000000000003,99.99523
0.0037,99.99523
0.0038,99.99523
0.0039000000000000003,99.99523
0.004,99.99523
0.0041,99.99523
0.004200000000000001,99.99523
0.0043,99.99523
0.0044,99.99523
0.0045000000000000005,99.99523
0.0046,99.99523
0.0047,99.99523
0.0048000000000000004,99.99523
0.0049,99.99523
0.005,99.99523
0.0051,99.99523
0.005200000000000001,99.99523
0.0053,99.99523
0.0054,99.99523
0.0055000000000000005,99.99523
0.0056,99.99523
0.0057,99.99523
0.0058000000000000005,99.99523
0.0059,99.99523
0.006,99.99523
0.0061,99.99523
0.006200000000000001,99.99523
0.0063,99.99523
0.0064,99.99523
0.006500000000000001,99.99523
0.0066,99.99523
0.0067,99.99523
0.0068000000000000005,99.99523
0.006900000000000001,99.99523
0.007,99.99523
0.0071,99.99523
0.007200000000000001,99.99523
0.0073,99.99523
0.0074,99.99523
0.007500000000000001,99.99523
0.0076,99.99523
0.0077,99.99523
0.0078000000000000005,99.99523
0.0079,99.99523
0.008,99.99523
0.0081,99.99523
0.0082,99.99523
0.0083,99.99523
0.008400000000000001,99.99523
0.0085,99.99523
0.0086,99.99523
0.008700000000000001,99.99523
0.0088,99.99523
0.0089,99.99523
0.009000000000000001,99.99523
0.0091,99.99523
0.0092,99.99523
0.009300000000000001,99.99523
0.0094,99.99523
0.0095,99.99523
0.009600000000000001,99.99523
0.0097,99.99523
0.0098,99.99523
0.0099,99.99523
