case,cadence_rate_Hz,python_rate_Hz,rate_abs_error_Hz,rate_percent_error,cadence_spike_count,python_spike_count,matched_spike_count,mean_abs_timing_error_us,rmse_timing_error_us,max_abs_timing_error_us
pulse_train_50nA_500us_5ms_100ms,50.0,60.0,10.0,20.0,5,6,1,108.50105502969824,108.50105502969824,108.50105502969824
